id,titulo,nota,tipo de nota,diretor,generos
1812,Brahmāstra Parte Um: Shiva,6.5,0 a 10,Ayan Mukerji,"Fantasia, Ação, Aventura"
1813,Brainscan,6.202,0 a 10,John Flynn,"Terror, Ficção científica"
1814,Branca de Neve,0.0,0 a 10,Marc Webb,"Família, Fantasia"
1815,Branca de Neve e o Caçador,5.986,0 a 10,Rupert Sanders,"Aventura, Fantasia, Drama"
1816,Branca de Neve e os Sete Anões,7.126,0 a 10,David Hand,"Fantasia, Animação, Família"
1817,Branquinha,5.646,0 a 10,Elizabeth Wood,Drama
1818,Bratz: O Filme,5.7,0 a 10,Sean McNamara,"Comédia, Música, Família"
1819,Bravura Indômita,4.4,0 a 10,Joel e Ethan Coen,"Drama, Aventura, Faroeste"
1820,Brazil: O Filme,7.674,0 a 10,Terry Gilliam,"Comédia, Ficção científica"
1821,Breakdance 2,4.951,0 a 10,Sam Firstenberg,"Drama, Música"
1822,Breakdown: Implacável Perseguição,6.874,0 a 10,Jonathan Mostow,"Crime, Drama, Mistério"
1823,Breakin',6.747,0 a 10,Joel Silberg,"Música, Drama, Romance"
1824,Breaking,6.595,0 a 10,Abi Damaris Corbin,"Crime, Drama, Thriller"
1825,Breathe,5.2,0 a 10,Stefon Bristol,"Ação, Ficção científica, Mistério, Thriller"
1826,Bridget Jones: No Limite da Razão,6.239,0 a 10,Beeban Kidron,"Comédia, Romance"
1827,Brigada 49,6.4,0 a 10,Jay Russell,"Drama, Ação, Thriller"
1828,Bright,6.156,0 a 10,David Ayer,"Fantasia, Ação, Thriller"
1829,Brightburn - Filho das Trevas,6.136,0 a 10,David Yarovesky,"Terror, Ficção científica, Thriller, Mistério"
1830,Brilho Eterno,5.33,0 a 10,Sophia Takal,"Thriller, Drama, Terror, Mistério"
1831,Brilho Eterno de uma Mente sem Lembranças,8.102,0 a 10,Michel Gondry,"Ficção científica, Drama, Romance"
1832,Brincando com Fogo,5.268,0 a 10,Howard Avedis,"Crime, Terror, Thriller"
1833,Brinquedo Assassino,6.713,0 a 10,Tom Holland,Terror
1834,Brinquedo Assassino 2,6.297,0 a 10,John Lafia,"Terror, Thriller"
1835,Brinquedo Assassino 3,5.877,0 a 10,Jack Bender,"Terror, Thriller"
1836,Broken,6.921,0 a 10,Rufus Norris,Drama
1837,Broken Lance,4.0,0 a 10,Games Workshop,"Animação, Ficção científica, Ação, Terror"
1838,Broker - Uma Nova Chance,7.166,0 a 10,Hirokazu Kore-eda,"Drama, Comédia, Crime"
1839,Bronson,7.0,0 a 10,Nicolas Winding Refn,"Drama, Ação, Crime"
1840,Brooklin: Um Amor Sem Fronteiras,7.3,0 a 10,John Crowley,"Romance, Drama, História"
1841,Brother - A Máfia Japonesa Yakuza em Los Angeles,7.093,0 a 10,Takeshi Kitano,"Crime, Drama, Thriller"
1842,Bruce Lee: A Jornada de um Guerreiro,7.3,0 a 10,John Little,"Documentário, Ação"
1843,Bruna Surfistinha,6.481,0 a 10,Marcus Baldini,Drama
1844,Bröderna Lejonhjärta,6.8,0 a 10,Olle Hellbom,"Aventura, Fantasia, Família"
1845,Brüno,5.625,0 a 10,Larry Charles,Comédia
1846,Bubba Ho-tep,6.5,0 a 10,Don Coscarelli,"Comédia, Terror, Thriller, Mistério, Fantasia"
1847,Bubble,7.362,0 a 10,Tetsuro Araki,"Animação, Aventura, Ficção científica, Fantasia"
1848,Buffalo '66,7.117,0 a 10,Vincent Gallo,"Drama, Romance, Comédia"
1849,Buffalo Kids,6.2,0 a 10,Juan Jesús García Galocha,"Animação, Aventura, Comédia, Família"
1850,"Buffy, a Caça Vampiros",5.6,0 a 10,Fran Rubel Kuzui,"Ação, Comédia, Terror"
1851,Bugaw,2.5,0 a 10,Yam Laranas,"Drama, Thriller"
1852,Bugso,5.3,0 a 10,Adolfo Alix Jr.,Drama
1853,Bullitt,7.157,0 a 10,Peter Yates,"Ação, Crime, Thriller, Romance, Drama"
1854,Bumblebee,6.728,0 a 10,Travis Knight,"Ação, Aventura, Ficção científica"
1855,Buried Alive,4.726,0 a 10,Robert Kurtzman,Terror
1856,Buried on Shine Mountain,0.0,0 a 10,Stewart Butler,"Faroeste, Thriller"
1857,Burlesque,7.197,0 a 10,Steve Antin,"Drama, Romance"
1858,Burnt Out,0.0,0 a 10,Kameron Cross,Comédia
1859,Busca Alucinante,5.744,0 a 10,Wayne Kramer,"Ação, Comédia"
1860,Busca Explosiva 5: Campo de Batalha,6.5,0 a 10,James Nunn,Ação
1861,Busca Implacável,7.393,0 a 10,Pierre Morel,"Ação, Thriller"
1862,Busca Implacável 2,6.4,0 a 10,Olivier Megaton,"Ação, Crime, Thriller"
1863,Busca Implacável 3,6.256,0 a 10,Olivier Megaton,"Thriller, Ação"
1864,Buscando a Coque,4.825,0 a 10,Teresa Bellón,Comédia
1865,Buscando...,7.582,0 a 10,Aneesh Chaganty,"Drama, Mistério, Thriller"
1866,Busty Cops 2,2.5,0 a 10,Jim Wynorski,"Comédia, Mistério, Romance"
1867,Busty Housewives of Beverly Hills,5.8,0 a 10,Fred Olen Ray,Comédia
1868,Butas,3.5,0 a 10,Dado C. Lumibao,"Drama, Thriller"
1869,Butch Cassidy,7.6,0 a 10,George Roy Hill,"Faroeste, Comédia"
1870,Buzz Lightyear do Comando Estelar - A Aventura Começa,6.39,0 a 10,Tad Stones,"Animação, Família, Comédia, Ficção científica, Aventura"
1871,Buñuel en el laberinto de las tortugas,7.0,0 a 10,Salvador Simó,"Animação, Drama, História"
1872,Byzantium: Uma Vida Eterna,6.287,0 a 10,Neil Jordan,"Drama, Fantasia, Thriller"
1873,Bámbola,4.268,0 a 10,Bigas Luna,"Comédia, Drama"
1874,CB4 - Uma História Sem Rap End,5.975,0 a 10,Tamra Davis,"Comédia, Música"
1875,CHD-027 Hitomi Tanaka 田中瞳 – PREMIUM CUTIE,0.0,0 a 10,Diretor não encontrado,
1876,CHiPs: O Filme,6.12,0 a 10,Dax Shepard,"Ação, Comédia, Crime"
1877,CJ7 - O Brinquedo Mágico,7.356,0 a 10,Stephen Chow,"Comédia, Drama, Família, Fantasia, Ficção científica"
1878,Cabana Macabra,5.943,0 a 10,Paul Andrew Williams,"Terror, Comédia, Crime, Thriller"
1879,Cabana do Inferno,5.677,0 a 10,Eli Roth,Terror
1880,Cabana do Inferno 3,4.986,0 a 10,Kaare Andrews,Terror
1881,Cabo do Medo,7.265,0 a 10,Martin Scorsese,"Thriller, Crime"
1882,Cabrini,7.4,0 a 10,Alejandro Monteverde,"História, Drama"
1883,"Cactus Jack, o Vilão",5.741,0 a 10,Hal Needham,"Comédia, Faroeste"
1884,Cada Um Com Seu Cinema,6.5,0 a 10,Theo Angelopoulos,"Comédia, Drama"
1885,Cada Um na Sua Casa,6.8,0 a 10,Tim Johnson,"Fantasia, Comédia, Animação, Ficção científica, Família"
1886,Cada um Tem a Gêmea que Merece,4.368,0 a 10,Dennis Dugan,"Comédia, Família"
1887,Cadence: Compasso de Vida,6.714,0 a 10,Martin Sheen,Drama
1888,Cadillac Cor-de-Rosa,5.464,0 a 10,Buddy Van Horn,"Ação, Aventura, Comédia, Drama, Romance"
1889,Cadáver,5.594,0 a 10,Diederik Van Rooijen,"Terror, Drama"
1890,Cafarnaum,8.155,0 a 10,Nadine Labaki,Drama
1891,Caindo na Estrada,6.184,0 a 10,Todd Phillips,"Comédia, Aventura"
1892,Caiu do Céu,6.391,0 a 10,Danny Boyle,"Comédia, Crime, Drama, Família"
1893,Caixa Preta,7.364,0 a 10,Yann Gozlan,"Mistério, Thriller, Drama"
1894,Call Me Alma,5.5,0 a 10,Mac Alejandre,Drama
1895,Calladita,4.7,0 a 10,Miguel Faus,Drama
1896,Calmaria,5.447,0 a 10,Steven Knight,"Thriller, Mistério, Drama"
1897,Calor Mortífero,0.0,0 a 10,Philippe Lacôte,"Crime, Romance"
1898,Calvário,7.107,0 a 10,John Michael McDonagh,Drama
1899,Calígula,6.002,0 a 10,Tinto Brass,"Drama, História"
1900,Camaleões,6.7,0 a 10,Grant Singer,"Crime, Mistério, Thriller"
1901,Caminhando com Dinossauros,6.1,0 a 10,Neil Nightingale,"Animação, Família, Aventura"
1902,Caminhando nas Nuvens,7.3,0 a 10,Alfonso Arau,"Drama, Romance"
1903,Caminho do Ninja: Naruto O Filme,7.6,0 a 10,Hayato Date,"Animação, Fantasia, Ação"
1904,Caminho sem Volta,6.168,0 a 10,James Gray,"Crime, Drama, Thriller"
1905,Caminhos Cruzados,7.833,0 a 10,Levan Akın,Drama
1906,Caminhos Perigosos,4.1,0 a 10, David Mamet,"Drama, Crime"
1907,Caminhos da Floresta,5.752,0 a 10,Rob Marshall,"Fantasia, Comédia"
1908,Caminhos da Memória,6.613,0 a 10,Lisa Joy,"Mistério, Ficção científica"
1909,Camp Rock,6.405,0 a 10,Matthew Diamond,"Música, Comédia, Drama, Romance, Família, Cinema TV"
1910,Campeões,6.797,0 a 10,Bobby Farrelly,"Comédia, Drama"
1911,"Campo 731 - Bactérias, A Maldade Humana",6.129,0 a 10,Mou Tun-fei,"Guerra, História, Terror"
1912,Campo Minado,6.594,0 a 10,Fabio Guaglione,"Guerra, Thriller"
1913,Campo do Medo,5.543,0 a 10,Vincenzo Natali,"Terror, Drama, Thriller"
1914,Campo dos Sonhos,7.108,0 a 10,Phil Alden Robinson,"Drama, Fantasia"
1915,"Candleshoe, O Segredo da Mansão",6.867,0 a 10,Norman Tokar,Família
1916,Candy Land,6.029,0 a 10,John Swab,"Terror, Thriller"
1917,Candyman 2 - A Vingança,5.44,0 a 10,Bill Condon,"Terror, Thriller"
1918,Canguru Jack,5.299,0 a 10,David McNally,"Ação, Aventura, Comédia, Família, Crime"
1919,Canibais,5.717,0 a 10,Eli Roth,"Aventura, Terror"
1920,Caninos Brancos,7.352,0 a 10,Alexandre Espigares,"Animação, Família"
1921,Cannibal Ferox,5.4,0 a 10,Umberto Lenzi,"Aventura, Terror"
1922,Canta y no llores,6.957,0 a 10,Félix Sabroso,Comédia
1923,Cantando de Galo,6.92,0 a 10,Gabriel Riva Palacio Alatriste,"Animação, Aventura, Comédia, Família"
1924,Cantando de Galo: O Resgate dos Ovinhos,7.852,0 a 10,Gabriel Riva Palacio Alatriste,"Animação, Comédia, Aventura, Família"
1925,Cantando na Chuva,8.2,0 a 10,Gene Kelly,"Comédia, Romance"
1926,Canção de Ninar,5.272,0 a 10,John R. Leonetti,Terror
1927,Caos,6.3,0 a 10,Tony Giglio,"Drama, Ação, Crime"
1928,Capitã Marvel,6.815,0 a 10,Ryan Fleck,"Ação, Aventura, Ficção científica"
1929,Capitão América,4.466,0 a 10,Albert Pyun,"Ação, Aventura, Ficção científica, Guerra"
1930,Capitão América 2: O Soldado Invernal,7.663,0 a 10,Joe Russo,"Ação, Aventura, Ficção científica"
1931,Capitão América: Admirável Mundo Novo,0.0,0 a 10,Julius Onah,"Ação, Ficção científica"
1932,Capitão América: Guerra Civil,7.445,0 a 10,Joe Russo,"Aventura, Ação, Ficção científica"
1933,Capitão América: O Primeiro Vingador,7.002,0 a 10,Joe Johnston,"Ação, Aventura, Ficção científica"
1934,Capitão Fantástico,4.4,0 a 10, Matt Ross,"Aventura, Drama"
1935,Capitão Harlock Pirata do Espaço,6.619,0 a 10,Shinji Aramaki,"Animação, Ficção científica"
1936,Capitão Phillips,7.549,0 a 10,Paul Greengrass,"Ação, Drama, Thriller"
1937,"Capitão Ron, o Louco Lobo dos Mares",5.542,0 a 10,Thom Eberhardt,"Aventura, Comédia"
1938,"Capone, O Gângster",5.927,0 a 10,Steve Carver,"Crime, Drama"
1939,Capote,4.5,0 a 10,Bennett Miller,"Crime, Drama"
1940,Car Wash: Onde Acontece de Tudo,6.0,0 a 10,Michael Schultz,Comédia
1941,"Cara, Cadê Meu Carro?",5.54,0 a 10,Danny Leiner,"Comédia, Romance"
1942,Caranguejo Negro,6.27,0 a 10,Adam Berg,"Ação, Thriller"
1943,Caravana da Coragem: Uma Aventura Ewok,5.896,0 a 10,John Korty,"Aventura, Família, Fantasia, Ficção científica, Cinema TV"
1944,Carga Explosiva,6.709,0 a 10,Louis Leterrier,"Ação, Crime, Thriller"
1945,Carga Explosiva 2,6.322,0 a 10,Louis Leterrier,"Ação, Thriller, Crime"
1946,Carga Explosiva 3,6.15,0 a 10,Olivier Megaton,"Ação, Thriller, Crime"
1947,Carga Explosiva: O Legado,5.521,0 a 10,Camille Delamarre,"Ação, Thriller, Crime"
1948,Carga Mortal,4.4,0 a 10,Jesper Ganslandt,"Ação, Crime, Drama, Thriller"
1949,Carga Máxima,6.7,0 a 10,Tomás Portella,"Ação, Thriller, Drama"
1950,"Carmilla, a Vampira de Karnstein",6.356,0 a 10,Roy Ward Baker,Terror
1951,Carol,4.4,0 a 10, Todd Haynes,"Romance, Drama"
1952,Carona Aterrorizante,6.005,0 a 10,Carter Smith,"Terror, Thriller"
1953,"Carrie, A Estranha",7.3,0 a 10,Brian De Palma,"Terror, Thriller"
1954,Carrie: A Estranha,6.035,0 a 10,Kimberly Peirce,"Drama, Terror"
1955,Carros,6.977,0 a 10,John Lasseter,"Animação, Aventura, Comédia, Família"
1956,Carros 2,6.128,0 a 10,John Lasseter,"Animação, Família, Aventura, Comédia"
1957,Carros 3,6.852,0 a 10,Brian Fee,"Família, Animação, Aventura, Comédia"
1958,Carros Usados,6.349,0 a 10,Robert Zemeckis,Comédia
1959,Carruagens de Fogo,6.8,0 a 10,Hugh Hudson,"Drama, História"
1960,Carta Selvagem,5.674,0 a 10,Simon West,"Thriller, Crime, Ação"
1961,Cartas de Iwo Jima,7.472,0 a 10,Clint Eastwood,"Ação, Drama, Guerra"
1962,Cartas na Mesa,7.006,0 a 10,John Dahl,"Drama, Crime"
1963,Carter,6.021,0 a 10,Jung Byung-gil,"Ação, Thriller, Crime"
1964,"Carter, o Vingador",7.007,0 a 10,Mike Hodges,"Crime, Thriller"
1965,Carícias de Luxo,6.4,0 a 10,Delbert Mann,"Comédia, Romance"
1966,Casa Comigo?,6.888,0 a 10,Anand Tucker,"Romance, Comédia"
1967,Casa Gucci,6.599,0 a 10,Ridley Scott,"História, Drama, Crime"
1968,Casa Vazia,7.797,0 a 10,Kim Ki-duk,"Drama, Romance, Crime"
1969,Casa de Ga'a,5.877,0 a 10,Bolanle Austen-Peters,"Ação, História"
1970,Casablanca,8.16,0 a 10,Michael Curtiz,"Drama, Romance"
1971,Casal Improvável,6.726,0 a 10,Jonathan Levine,"Comédia, Romance"
1972,Casal de Fachada,7.529,0 a 10,Richard Wong,"Comédia, Romance"
1973,Casamento Armado,6.31,0 a 10,Jason Moore,"Ação, Comédia, Romance"
1974,Casamento Grego,6.502,0 a 10,Joel Zwick,"Comédia, Drama, Romance"
1975,Casamento Grego 3,6.083,0 a 10,Nia Vardalos,"Comédia, Romance"
1976,Casamento Sangrento,7.059,0 a 10,Matt Bettinelli-Olpin,"Comédia, Terror"
1977,"Cashback, Bem-vindo ao Turno da Noite",6.954,0 a 10,Sean Ellis,"Drama, Comédia, Romance"
1978,Casi el Paraíso,7.4,0 a 10,Edgar San Juan,"Drama, Crime, Comédia"
1979,Caso 39,6.309,0 a 10,Christian Alvart,"Terror, Mistério, Thriller"
1980,Caso Perigoso,5.745,0 a 10,Luis Prieto,"Thriller, Terror, Crime, Mistério"
1981,Casper,4.6,0 a 10, Brad Silberling,"Fantasia, Comédia, Família"
1982,Cassino,8.004,0 a 10,Martin Scorsese,"Crime, Drama"
1983,Cassino Royale,5.277,0 a 10,Joseph McGrath,"Aventura, Ação, Comédia"
1984,Cast Away,4.4,0 a 10,Robert Zemeckis,"Aventura, Drama"
1985,Castelo de Areia,6.5,0 a 10,Fernando Coimbra,"Guerra, Ação, Drama"
1986,Castelo do Medo,6.4,0 a 10,Eric Bross,"Família, Fantasia, Cinema TV, Comédia"
1987,Castigos da Traição,7.213,0 a 10,Nick Psinakis,"Thriller, Terror"
1988,Castle Falls,6.1,0 a 10,Dolph Lundgren,"Ação, Crime, Thriller"
1989,Castores Zumbis,4.929,0 a 10,Jordan Rubin,"Terror, Ação, Comédia"
1990,Catástrofe Nuclear,7.6,0 a 10,Mick Jackson,"Guerra, Drama, Ficção científica"
1991,Cavalgada dos Proscritos,6.685,0 a 10,Walter Hill,"Faroeste, Ação"
1992,Cavalo de Guerra,7.3,0 a 10,Steven Spielberg,"Guerra, História, Aventura"
1993,Caveat,6.111,0 a 10,Damian Mc Carthy,"Terror, Mistério"
1994,Cazuza: O Tempo Não Pára,4.4,0 a 10,Daniela Thomas,"Drama, Música, História"
1995,Caça Implacável,6.473,0 a 10,Brian Goodman,"Ação, Thriller"
1996,Caça Mortal,6.468,0 a 10,Robin Pront,"Thriller, Ação, Crime"
1997,Caça ao Terrorista,6.332,0 a 10,Christian Duguay,"Thriller, Ação, Crime"
1998,Caça aos Gângsteres,6.361,0 a 10,Ruben Fleischer,"Crime, Drama, Ação, Thriller"
1999,Caça às Bruxas,5.5,0 a 10,Dominic Sena,"Aventura, Fantasia, Ação"
2000,Caça-Fantasmas,5.4,0 a 10,Paul Feig,"Ação, Fantasia, Comédia"
2001,Caçada Fantasma,6.25,0 a 10,Oskar Mellander,"Mistério, Terror, Thriller"
2002,Caçada Humana,7.08,0 a 10,Arthur Penn,"Crime, Drama"
2003,Caçada Mortal,6.332,0 a 10,Scott Frank,"Crime, Drama, Mistério, Thriller"
2004,Caçada Selvagem,5.519,0 a 10,David Hackl,"Ação, Thriller"
2005,Caçada Virtual,6.1,0 a 10,Joe Chappelle,Thriller
2006,Caçada ao Presidente,5.492,0 a 10,Jalmari Helander,"Ação, Aventura, Thriller"
2007,Caçada em Atlanta,6.037,0 a 10,Burt Reynolds,"Crime, Drama, Ação, Thriller"
2008,Caçado,6.186,0 a 10,William Friedkin,"Drama, Ação, Thriller, Crime"
2009,Caçador de Recompensas,5.9,0 a 10,Andy Tennant,"Ação, Comédia, Romance"
2010,Caçador de Tormentas,5.8,0 a 10,Herbert James Winterstern,"Ação, Drama"
2011,Caçadores de Dragões,6.551,0 a 10,Guillaume Ivernel,"Animação, Família"
2012,Caçadores de Emoção,7.159,0 a 10,Kathryn Bigelow,"Ação, Thriller, Crime"
2013,Caçadores de Emoção: Além do Limite,5.9,0 a 10,Ericson Core,"Ação, Aventura, Crime, Thriller"
2014,Caçadores de Mentes,6.5,0 a 10,Renny Harlin,"Mistério, Thriller, Crime"
2015,Caçadores de Obras-Primas,6.059,0 a 10,George Clooney,"Guerra, Drama, História, Ação"
2016,Caçadores de Recompensas,5.871,0 a 10,Walter Hill,"Faroeste, Thriller, Ação"
2017,Caçadores de Trolls: A Ascensão dos Titãs,7.532,0 a 10,Johane Matte,"Animação, Fantasia, Família, Ação, Aventura"
2018,Caçados,5.355,0 a 10,Tommy Boulding,"Terror, Thriller, Ação, Mistério, Crime, Drama"
2019,Caçando Ava Bravo,6.218,0 a 10,Gary Auerbach,"Thriller, Ação"
2020,Cegonhas: A História Que Não Te Contaram,6.653,0 a 10,Doug Sweetland,"Aventura, Animação, Comédia, Família"
2021,"Cegos, Surdos e Loucos",6.728,0 a 10,Arthur Hiller,"Comédia, Crime"
2022,Cela 211,7.4,0 a 10,Daniel Monzón,"Ação, Thriller, Drama"
2023,Celebrity Sex Tape,4.4,0 a 10,Scott Wheeler,Comédia
2024,Cemitério,5.426,0 a 10,Asif Akbar,"Ação, Thriller"
2025,Cemitério Maldito,5.738,0 a 10,Dennis Widmyer,"Terror, Thriller"
2026,Cemitério Maldito 2,5.384,0 a 10,Mary Lambert,Terror
2027,Cemitério Maldito: A Origem,5.723,0 a 10,Lindsey Anderson Beer,"Terror, Fantasia"
2028,Cenaze,3.0,0 a 10,Orçun Behram,"Terror, Romance, Thriller"
2029,Centurião,6.21,0 a 10,Neil Marshall,"Aventura, Ação, Drama"
2030,Cerco ao Terror: Ataque ao Templo,6.194,0 a 10,Ken Ghosh,"Ação, Drama"
2031,Cerdita,6.627,0 a 10,Carlota Pereda,"Terror, Thriller, Drama"
2032,Certas Pessoas,5.661,0 a 10,Kenya Barris,"Romance, Comédia"
2033,Cha Cha Real Smooth - O Próximo Passo,7.169,0 a 10,Cooper Raiff,"Comédia, Drama, Romance"
2034,Chamada de Emergência,6.798,0 a 10,Brad Anderson,"Crime, Thriller"
2035,Chamas da Vingança,7.461,0 a 10,Tony Scott,"Ação, Drama, Thriller"
2036,Chamas de Verão,7.2,0 a 10,Tony Richardson,Drama
2037,Chan Sumiu,6.741,0 a 10,Wayne Wang,"Drama, Mistério, Comédia, Crime"
2038,Chaplin | Espíritu gitano,0.0,0 a 10,Carmen Chaplin,Documentário
2039,Charlie Brown e a Grande Abóbora,7.494,0 a 10,Bill Melendez,"Família, Animação, Cinema TV, Comédia"
2040,Chasing Amy,4.2,0 a 10,Kevin Smith,"Comédia, Drama, Romance"
2041,Cheap Thrills,6.399,0 a 10,E.L. Katz,"Comédia, Crime, Drama"
2042,Chef,7.12,0 a 10,Jon Favreau,Comédia
2043,Chennai Express,6.488,0 a 10,Rohit Shetty,"Romance, Comédia, Ação"
2044,Cheque em Branco,5.895,0 a 10,Rupert Wainwright,"Comédia, Família"
2045,Chernobyl: O Filme,6.246,0 a 10,Danila Kozlovsky,"Drama, História, Aventura, Ação, Fantasia, Mistério"
2046,Chernobyl: Sinta a Radiação,5.267,0 a 10,Bradley Parker,"Terror, Thriller"
2047,Cherry 2000,6.0,0 a 10,Steve De Jarnatt,"Ação, Aventura, Ficção científica"
2048,Cherry: Inocência Perdida,7.353,0 a 10,Joe Russo,"Drama, Crime"
2049,Chestnut: O Herói do Central Park,7.256,0 a 10,Robert Vince,"Família, Comédia"
2050,Chevalier,6.296,0 a 10,Stephen Williams,"Música, Drama, História"
2051,Chicago,4.6,0 a 10,Rob Marshall,"Comédia, Crime, Drama"
2052,Chinatown,7.916,0 a 10,Roman Polanski,"Crime, Drama, Mistério, Thriller"
2053,Chocolate,6.968,0 a 10,Lasse Hallström,"Comédia, Drama, Romance"
2054,Chorus Line: Em Busca da Fama,6.264,0 a 10,Richard Attenborough,"Drama, Música"
2055,Chris Ramsey: Live from London,0.0,0 a 10,Peter Orton,Comédia
2056,Chris Rock: Indignação Seletiva,6.054,0 a 10,Joel Gallen,Comédia
2057,Christine: O Carro Assassino,6.85,0 a 10,John Carpenter,Terror
2058,Christopher Robin: Um Reencontro Inesquecível,7.315,0 a 10,Marc Forster,"Aventura, Comédia, Família, Fantasia"
2059,Chumbo Grosso,7.56,0 a 10,Edgar Wright,"Crime, Ação, Comédia"
2060,Chuva de Milhões,6.584,0 a 10,Walter Hill,Comédia
2061,Chá com Mussolini,6.4,0 a 10,Franco Zeffirelli,"Comédia, Drama, Guerra"
2062,Chłopi,7.7,0 a 10,Hugh Welchman,"Drama, História, Animação"
2063,Cicatrices,7.461,0 a 10,Paco del Toro,Drama
2064,Cidade Ardente,5.5,0 a 10,Richard Benjamin,"Ação, Crime, Comédia"
2065,Cidade Perdida,6.504,0 a 10,Aaron Nee,"Ação, Aventura, Comédia"
2066,Cidade Virtual,7.66,0 a 10,Bae Jong,"Ação, Thriller, Crime"
2067,Cidade das Ilusões,7.056,0 a 10,John Huston,Drama
2068,Cidade das Mulheres,6.973,0 a 10,Federico Fellini,"Comédia, Aventura, Fantasia"
2069,Cidade das Sombras,6.337,0 a 10,Gil Kenan,"Aventura, Família, Fantasia"
2070,Cidade de Deus,4.7,0 a 10,Fernando Meirelles,"Drama, Crime"
2071,Cidade de Deus: 10 Anos Depois,6.796,0 a 10,Luciano Vidigal,Documentário
2072,Cidade dos Anjos,6.793,0 a 10,Brad Silberling,"Romance, Drama, Fantasia"
2073,Cidade dos Sonhos,7.81,0 a 10,David Lynch,"Thriller, Drama, Mistério"
2074,Cidadão Kane,8.0,0 a 10,Orson Welles,"Mistério, Drama"
2075,Cidadão Klein,7.261,0 a 10,Joseph Losey,"Mistério, Drama, História, Thriller"
2076,Cinco Centímetros por Segundo,7.307,0 a 10,Makoto Shinkai,"Animação, Romance, Drama"
2077,Cinco Chances Para Ser Feliz,5.436,0 a 10,Shawn Seet,"Comédia, Romance"
2078,Cinderela,6.817,0 a 10,Kenneth Branagh,"Romance, Fantasia, Família, Drama"
2079,Cinderela II: Os Sonhos Se Realizam,6.1,0 a 10,John Kafka,"Família, Animação, Romance, Fantasia"
2080,Cinderela III: Uma Volta no Tempo,6.535,0 a 10,Frank Nissen,"Animação, Romance, Família, Fantasia"
2081,Cinderela em Paris,6.968,0 a 10,Stanley Donen,"Música, Comédia, Romance"
2082,Cinderella's Curse,4.7,0 a 10,Louisa Warren,"Terror, Fantasia"
2083,Cinderella's Hot Night,5.724,0 a 10,Dean McKendrick,"Fantasia, Comédia"
2084,Cinema Paradiso,8.4,0 a 10,Giuseppe Tornatore,"Drama, Romance"
2085,Cinquenta Tons Mais Escuros,6.49,0 a 10,James Foley,"Drama, Romance"
2086,Cinquenta Tons de Cinza,5.885,0 a 10,Sam Taylor-Johnson,"Drama, Romance, Thriller"
2087,Cinquenta Tons de Liberdade,6.707,0 a 10,James Foley,"Drama, Romance"
2088,Cinquenta Tons de Preto,4.883,0 a 10,Michael Tiddes,"Romance, Comédia"
2089,Cinzas,5.856,0 a 10,Erdem Tepegöz,"Romance, Drama, Fantasia"
2090,Cinzas da Guerra,6.6,0 a 10,Tim Blake Nelson,"Drama, Guerra, História"
2091,Cinzas do Passado,7.047,0 a 10,Wong Kar-wai,"Drama, Ação"
2092,Cinzas no Paraíso,7.5,0 a 10,Terrence Malick,"Drama, Romance"
2093,Circo dos Horrores - Aprendiz de Vampiro,5.8,0 a 10,Paul Weitz,"Aventura, Fantasia, Ação, Thriller"
