titulo,nota,tipo de nota,diretor,generos
O Exterminador do Futuro: Destino Sombrio,6.445,0 a 10,Tim Miller,"Ficção científica, Ação, Aventura"
Homem de Ferro,7.646,0 a 10,Jon Favreau,"Ação, Ficção científica, Aventura"
O Menino e a Garça,7.505,0 a 10,Hayao Miyazaki,"Animação, Aventura, Fantasia, Família"
Bad Boys Para Sempre,7.139,0 a 10,Bilall Fallah,"Thriller, Ação, Crime"
Megatubarão 2,6.505,0 a 10,Ben Wheatley,"Ação, Ficção científica, Terror"
MR-9: Missão Mortal,6.5,0 a 10,Asif Akbar,"Ação, Drama, Thriller"
O Exorcista do Papa,6.997,0 a 10,Julius Avery,"Terror, Thriller"
Outra Chance para o Amor,6.3,0 a 10,Tyler Russell,"Romance, Drama"
M – La Última Esperanza,7.417,0 a 10,Vardan Tozija,"Aventura, Drama, Ficção científica"
A Academia do Sr. Kleks,6.3,0 a 10,Maciej Kawulski,"Fantasia, Aventura, Família"
Horizon: Uma Saga Americana - Capítulo 1,7.006,0 a 10,Kevin Costner,"Faroeste, Drama"
The Well,5.905,0 a 10,Federico Zampaglione,Terror
Five Nights at Freddy's - O Pesadelo Sem Fim,7.569,0 a 10,Emma Tammi,"Terror, Mistério"
O Diabo Veste Prada,7.396,0 a 10,David Frankel,"Drama, Comédia"
Frozen: Uma Aventura Congelante,7.245,0 a 10,Jennifer Lee,"Animação, Família, Aventura, Fantasia"
Monstros S.A.,7.846,0 a 10,Pete Docter,"Animação, Comédia, Família"
A Fera Interior,6.051,0 a 10,Alexander J. Farrell,"Terror, Drama, Thriller"
We Are Zombies,5.9,0 a 10,Yoann-Karl Whissell,"Terror, Comédia, Thriller"
Fale Comigo,7.154,0 a 10,Danny Philippou,Terror
Pulp Fiction: Tempo de Violência,8.488,0 a 10,Quentin Tarantino,"Thriller, Crime"
O Quinto Elemento,7.551,0 a 10,Luc Besson,"Aventura, Fantasia, Ação, Thriller, Ficção científica"
Black Noise,5.4,0 a 10,Philippe Martinez,"Ação, Ficção científica, Terror, Thriller"
Enrolados,7.608,0 a 10,Byron Howard,"Animação, Família"
O Fabricante de Lágrimas,6.526,0 a 10,Alessandro Genovesi,"Romance, Drama"
Dìdi (弟弟),7.2,0 a 10,Sean Wang,"Comédia, Drama"
Liga da Justiça,6.083,0 a 10,Zack Snyder,"Ação, Aventura, Ficção científica"
Missão Suicida,5.6,0 a 10,Jesse V. Johnson,"Ação, Thriller"
American Pie Apresenta: Meninas ao Ataque,6.141,0 a 10,Mike Elliott,Comédia
Rosalie,6.3,0 a 10,Stéphanie Di Giusto,"Drama, Romance"
Below Her Mouth,6.821,0 a 10,April Mullen,"Drama, Romance"
One Piece: Red,7.207,0 a 10,Goro Taniguchi,"Animação, Aventura, Ação, Fantasia, Música"
Shrek 2,7.278,0 a 10,Andrew Adamson,"Animação, Família, Comédia, Fantasia, Aventura, Romance"
Mufasa: O Rei Leão,0.0,0 a 10,Barry Jenkins,"Aventura, Família, Drama"
Alerta de Risco,5.832,0 a 10,Mouly Surya,Ação
A Hora do Pesadelo 2: A Vingança de Freddy,5.8,0 a 10,Jack Sholder,Terror
Gigantes de Aço,7.025,0 a 10,Shawn Levy,"Ação, Ficção científica, Drama"
Liga da Justiça: Crise nas Infinitas Terras - Parte Um,7.627,0 a 10,Jeff Wamester,"Animação, Ficção científica, Ação"
Piratas do Caribe: No Fim do Mundo,7.258,0 a 10,Gore Verbinski,"Aventura, Fantasia, Ação"
Crepúsculo,6.29,0 a 10,Catherine Hardwicke,"Fantasia, Drama, Romance"
Before Dawn,6.389,0 a 10,Jordon Prince-Wright,"Guerra, Drama, História"
Amigos Sem Compromisso,5.333,0 a 10,Rafael Gomes,"Comédia, Romance"
Não Solte!,0.0,0 a 10,Alexandre Aja,"Terror, Thriller"
Invasão Zumbi,7.753,0 a 10,Yeon Sang-ho,"Terror, Thriller, Ação, Aventura"
Hotel Transilvânia: Transformonstrão,7.081,0 a 10,Derek Drymon,"Animação, Comédia, Família, Aventura, Fantasia"
Un métier sérieux,6.365,0 a 10,Thomas Lilti,"Comédia, Drama"
Meu Malvado Favorito 3,6.469,0 a 10,Kyle Balda,"Ação, Animação, Comédia, Família, Aventura"
Afraid,5.644,0 a 10,Chris Weitz,"Terror, Ficção científica, Thriller"
Alien vs. Predador 2,5.167,0 a 10,Colin Strause,"Fantasia, Ação, Ficção científica, Thriller, Terror"
Velozes & Furiosos: Hobbs & Shaw,6.864,0 a 10,David Leitch,"Ação, Aventura, Comédia"
Apocalypto,7.582,0 a 10,Mel Gibson,"Ação, Drama, História"
Maze Runner: A Cura Mortal,7.106,0 a 10,Wes Ball,"Ficção científica, Ação, Aventura, Thriller"
Donzela,7.073,0 a 10,Juan Carlos Fresnadillo,"Fantasia, Ação, Aventura"
Setor 36,7.528,0 a 10,Aditya Nimbalkar,"Crime, Thriller, Drama"
Piratas do Caribe: A Vingança de Salazar,6.654,0 a 10,Espen Sandberg,"Aventura, Ação, Fantasia"
Thor: O Mundo Sombrio,6.525,0 a 10,Alan Taylor,"Ação, Aventura, Fantasia"
Garota do Século 20,8.156,0 a 10,Bang Woo-ri,"Romance, Drama"
O Esquadrão Suicida,7.512,0 a 10,James Gunn,"Ação, Comédia, Aventura"
A Herança de Mr. Deeds,5.861,0 a 10,Steven Brill,"Comédia, Romance"
Missão: Impossível - Protocolo Fantasma,7.089,0 a 10,Brad Bird,"Ação, Thriller, Aventura"
Guerra nas Estrelas,8.204,0 a 10,George Lucas,"Aventura, Ação, Ficção científica"
Esqueceram de Mim 2: Perdido em Nova York,6.743,0 a 10,Chris Columbus,"Comédia, Família, Aventura"
Your Name.,8.487,0 a 10,Makoto Shinkai,"Animação, Romance, Drama"
Bienvenidos al paraíso,0.0,0 a 10,Ani Alva Helfer,"Comédia, Romance"
Bienvenidos al paraíso,0.0,0 a 10,Ani Alva Helfer,"Comédia, Romance"
O Mal que Nos Habita,7.376,0 a 10,Demián Rugna,"Terror, Thriller"
Heavenly Touch,5.974,0 a 10,Joel Lamangan,"Drama, Romance"
O Massacre da Serra Elétrica 3D: A Lenda Continua,5.472,0 a 10,John Luessenhop,"Terror, Thriller"
Clube dos Vândalos,6.885,0 a 10,Jeff Nichols,"Crime, Drama"
Planeta dos Macacos: A Guerra,7.205,0 a 10,Matt Reeves,"Drama, Ficção científica, Guerra"
Loud House: Sem Tempo Para Espionar,6.727,0 a 10,Kyle Marshall,"Animação, Ação, Aventura, Comédia, Família"
Legalmente Loira 2,5.659,0 a 10,Charles Herman-Wurmfeld,"Comédia, Romance"
Armadilha em Alto Mar,6.722,0 a 10,Phil Volken,"Thriller, Terror"
Um Filme Minecraft,0.0,0 a 10,Jared Hess,"Aventura, Fantasia, Família, Ação"
Macaco vs. Máquina,5.8,0 a 10,Marc Gottlieb,"Ação, Ficção científica"
Assassinos da Lua das Flores,7.452,0 a 10,Martin Scorsese,"Crime, História, Drama"
Jogos Vorazes: A Esperança - Parte 1,6.811,0 a 10,Francis Lawrence,"Ficção científica, Aventura, Thriller"
"Se Beber, Não Case!",7.323,0 a 10,Todd Phillips,Comédia
Deliver Us,5.673,0 a 10,Lee Roy Kunz,Terror
Red: Crescer é Uma Fera,7.373,0 a 10,Domee Shi,"Animação, Família, Comédia, Fantasia"
Criação dos Deuses I: Reino das Tempestades,7.103,0 a 10,Wuershan,"Ação, Fantasia, Guerra"
Bastardos Inglórios,8.219,0 a 10,Quentin Tarantino,"Drama, Thriller, Guerra"
Shrek Para Sempre: O Capítulo Final,6.379,0 a 10,Mike Mitchell,"Comédia, Aventura, Fantasia, Animação, Família"
Ghostbusters: Apocalipse de Gelo,6.6,0 a 10,Gil Kenan,"Fantasia, Aventura, Comédia"
O Mágico de Oz,7.588,0 a 10,Victor Fleming,"Aventura, Fantasia, Família"
Forrest Gump: O Contador de Histórias,8.474,0 a 10,Robert Zemeckis,"Comédia, Drama, Romance"
A Pequena Sereia,6.359,0 a 10,Rob Marshall,"Aventura, Família, Fantasia, Romance"
La Familia del Barrio: La Película,7.985,0 a 10,Rhajov Villafuerte,"Comédia, Animação"
동창회의 목적,5.2,0 a 10,Jung Dae-man,"Romance, Drama"
Todo Mundo em Pânico 5,4.798,0 a 10,Malcolm D. Lee,Comédia
Contra o Mundo,6.869,0 a 10,Moritz Mohr,"Crime, Thriller, Ação"
Ratatouille,7.824,0 a 10,Brad Bird,"Animação, Comédia, Família, Fantasia"
団鬼六　修道女縄地獄,5.441,0 a 10,Katsuhiko Fujii,"Drama, Terror"
The Last Kumite,6.8,0 a 10,Ross W. Clarkson,Ação
Malèna,7.42,0 a 10,Giuseppe Tornatore,Drama
Missão: Impossível - Efeito Fallout,7.431,0 a 10,Christopher McQuarrie,"Ação, Aventura"
Jogador N° 1,7.599,0 a 10,Steven Spielberg,"Aventura, Ação, Ficção científica"
O Predador: A Caçada,7.715,0 a 10,Dan Trachtenberg,"Thriller, Ação, Ficção científica"
O Bordel de Paprika,6.957,0 a 10,Tinto Brass,"Drama, Romance"
Cinquenta Tons Mais Escuros,6.49,0 a 10,James Foley,"Drama, Romance"
Kraven: O Caçador,0.0,0 a 10,J.C. Chandor,"Ação, Aventura, Thriller"
O Espetacular Homem-Aranha,6.706,0 a 10,Marc Webb,"Ação, Aventura, Ficção científica"
As Tartarugas Ninja: Caos Mutante,7.251,0 a 10,Jeff Rowe,"Animação, Comédia, Ação, Ficção científica"
Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,7.012,0 a 10,Jeff Wamester,"Animação, Ficção científica, Ação"
Liga da Justiça: Crise nas Infinitas Terras - Parte Dois,7.012,0 a 10,Jeff Wamester,"Animação, Ficção científica, Ação"
Invasão ao Serviço Secreto,6.588,0 a 10,Ric Roman Waugh,"Ação, Thriller"
Lobos,8.0,0 a 10,Jon Watts,"Crime, Comédia, Thriller"
O Protetor,7.278,0 a 10,Antoine Fuqua,"Thriller, Ação, Crime"
Toy Story 3,7.799,0 a 10,Lee Unkrich,"Animação, Família, Comédia"
Jogos Vorazes: A Cantiga dos Pássaros e das Serpentes,7.091,0 a 10,Francis Lawrence,"Drama, Ficção científica, Ação"
God of Pain,6.5,0 a 10,JD Allen,"Terror, Ficção científica, Thriller"
Pânico na Floresta 3,5.665,0 a 10,Declan O'Brien,"Terror, Thriller"
Cinderela,6.817,0 a 10,Kenneth Branagh,"Romance, Fantasia, Família, Drama"
Procurando Nemo,7.82,0 a 10,Andrew Stanton,"Animação, Família"
A Morte do Demônio: A Ascensão,6.961,0 a 10,Lee Cronin,"Terror, Thriller"
Resgate em Amsterdã,6.572,0 a 10,Todor Chapkanov,"Ação, Crime, Mistério, Thriller"
X-Men: Dias de um Futuro Esquecido,7.533,0 a 10,Bryan Singer,"Ação, Aventura, Ficção científica"
Homem-Aranha,7.3,0 a 10,Sam Raimi,"Ação, Ficção científica"
공즉시색,5.6,0 a 10,Kim Hyeon-Bin,"Comédia, Romance"
Lobisomem na Noite,6.983,0 a 10,Michael Giacchino,"Ação, Fantasia, Terror"
Gente Grande 2,6.141,0 a 10,Dennis Dugan,Comédia
Shrek Terceiro,6.298,0 a 10,Chris Miller,"Fantasia, Aventura, Animação, Comédia, Família"
遊☆戯☆王,7.112,0 a 10,Junji Shimizu,"Aventura, Animação, Fantasia"
Olhos Famintos 2,6.136,0 a 10,Victor Salva,"Terror, Thriller"
2001: Uma Odisseia no Espaço,8.072,0 a 10,Stanley Kubrick,"Ficção científica, Mistério, Aventura"
Titane,6.39,0 a 10,Julia Ducournau,"Drama, Thriller, Terror"
Ultraman: A Ascensão,8.37,0 a 10,Shannon Tindle,"Animação, Ficção científica, Família, Ação"
Trolls 3: Juntos Novamente,7.3,0 a 10,Walt Dohrn,"Animação, Família, Música, Fantasia, Comédia"
Salitan,1.0,0 a 10,Bobby Bonifacio,"Drama, Romance"
El candidato honesto,5.1,0 a 10,Pipe Ybarra,Comédia
A Paixão de Cristo,7.503,0 a 10,Mel Gibson,Drama
O Protetor: Capítulo Final,7.332,0 a 10,Antoine Fuqua,"Ação, Thriller, Crime"
Jumanji: Bem-Vindo à Selva,6.826,0 a 10,Jake Kasdan,"Aventura, Comédia, Fantasia"
Pânico na Floresta 5,5.413,0 a 10,Declan O'Brien,"Terror, Thriller"
Hellboy e o Homem Torto,5.4,0 a 10,Brian Taylor,"Terror, Ação, Aventura"
Animais Fantásticos: Os Segredos de Dumbledore,6.662,0 a 10,David Yates,"Fantasia, Aventura"
Pobres Criaturas,7.8,0 a 10,Yorgos Lanthimos,"Ficção científica, Romance, Comédia"
Depois do Fim do Mundo,5.013,0 a 10,Richard Lowry,"Ficção científica, Ação"
Leo,7.474,0 a 10,Robert Smigel,"Animação, Comédia, Família"
金瓶風月,6.18,0 a 10,Li Han-Hsiang,"Drama, Romance"
365 Dias Finais,6.418,0 a 10,Tomasz Mandes,"Romance, Drama"
Como Eu Era Antes de Você,7.931,0 a 10,Thea Sharrock,"Drama, Romance"
我為卿狂,4.667,0 a 10,Ho Fan,"Romance, Drama"
Thor,6.769,0 a 10,Kenneth Branagh,"Aventura, Fantasia, Ação"
Thor,6.769,0 a 10,Kenneth Branagh,"Aventura, Fantasia, Ação"
禁じられた遊び,5.614,0 a 10,Hideo Nakata,"Terror, Thriller"
A Saga Crepúsculo: Lua Nova,5.995,0 a 10,Chris Weitz,"Aventura, Fantasia, Drama, Romance"
O Pacto,7.763,0 a 10,Guy Ritchie,"Guerra, Ação, Thriller"
Guardiões da Galáxia - Vol. 2,7.619,0 a 10,James Gunn,"Ficção científica, Aventura, Ação"
Invocação do Mal 2,7.297,0 a 10,James Wan,Terror
O Exterminador do Futuro 3: A Rebelião das Máquinas,6.167,0 a 10,Jonathan Mostow,"Ação, Thriller, Ficção científica"
O Show de Truman: O Show da Vida,8.143,0 a 10,Peter Weir,"Comédia, Drama"
Patrulha Canina: Um Filme Superpoderoso,7.075,0 a 10,Cal Brunker,"Animação, Família, Ação, Ficção científica, Comédia, Drama, Aventura"
A Era do Gelo,7.361,0 a 10,Chris Wedge,"Animação, Comédia, Família, Aventura"
ヴァッサロード,5.5,0 a 10,Kazuto Nakazawa,"Animação, Ação, Mistério, Fantasia, Comédia, Drama, Terror"
A Fantástica Fábrica de Chocolate,7.052,0 a 10,Tim Burton,"Aventura, Comédia, Família, Fantasia"
Demi Lovato Apresenta: Estrela Mirim,10.0,0 a 10,Demi Lovato,Documentário
Irmãs de Sorte,5.5,0 a 10,Fabiana Tiscornia,"Comédia, Drama"
Pânico na Floresta: A Fundação,5.968,0 a 10,Mike P. Nelson,"Terror, Thriller"
Como Treinar o Seu Dragão,7.829,0 a 10,Dean DeBlois,"Fantasia, Aventura, Animação, Família"
A Origem,8.369,0 a 10,Christopher Nolan,"Ação, Ficção científica, Aventura"
외계+인 2부,6.552,0 a 10,Choi Dong-hoon,"Ficção científica, Ação, Fantasia, Aventura"
WALL-E,8.091,0 a 10,Andrew Stanton,"Animação, Família, Ficção científica"
异兽战场,6.64,0 a 10,Xu Shixing,Ficção científica
Dange,5.7,0 a 10,Bejoy Nambiar,"Ação, Drama, Thriller"
Proposta Indecente,6.345,0 a 10,Adrian Lyne,"Romance, Drama"
A Guerra do Amanhã,7.535,0 a 10,Chris McKay,"Ação, Ficção científica, Aventura"
Tomorrowland: Um Lugar Onde Nada é Impossível,6.277,0 a 10,Brad Bird,"Aventura, Família, Mistério, Ficção científica"
Sisu: Uma História de Determinação,7.457,0 a 10,Jalmari Helander,"Ação, Guerra, Aventura"
Como Treinar o Seu Dragão 3,7.753,0 a 10,Dean DeBlois,"Animação, Família, Aventura"
A Proposta,7.149,0 a 10,Anne Fletcher,"Comédia, Romance, Drama"
Exhuma,7.655,0 a 10,Jang Jae-hyun,"Mistério, Terror, Thriller"
Valerian e a Cidade dos Mil Planetas,6.634,0 a 10,Luc Besson,"Aventura, Ficção científica, Ação"
King's Man: A Origem,6.757,0 a 10,Matthew Vaughn,"Ação, Comédia, Aventura, Thriller"
Cemitério,5.426,0 a 10,Asif Akbar,"Ação, Thriller"
Tumbbad,7.494,0 a 10,Rahi Anil Barve,"Fantasia, Terror"
Ted 2,6.306,0 a 10,Seth MacFarlane,"Comédia, Fantasia"
Vikings: Battle of Heirs,6.134,0 a 10,Robin Keane,Ação
O Apostador,5.991,0 a 10,Rupert Wyatt,"Thriller, Crime, Drama"
Alice no País das Maravilhas,6.639,0 a 10,Tim Burton,"Família, Fantasia, Aventura"
O Amor Sangra,6.548,0 a 10,Rose Glass,"Crime, Romance, Thriller"
Diário de uma Paixão,7.89,0 a 10,Nick Cassavetes,"Romance, Drama"
Hotel Desire,6.0,0 a 10,Sergej Moya,"Drama, Romance"
Círculo de Fogo: A Revolta,6.136,0 a 10,Steven S. DeKnight,"Ação, Fantasia, Ficção científica, Aventura"
Terrifier 2,6.75,0 a 10,Damien Leone,"Terror, Thriller"
Liga da Justiça de Zack Snyder,8.148,0 a 10,Zack Snyder,"Ação, Aventura, Fantasia"
Rivais,7.14,0 a 10,Luca Guadagnino,"Romance, Drama"
Kong: A Ilha da Caveira,6.546,0 a 10,Jordan Vogt-Roberts,"Ação, Aventura, Fantasia"
Um Estranho no Bosque,6.284,0 a 10,Adam Newacheck,"Terror, Thriller"
A Torre do Inferno,4.593,0 a 10,Guillaume Nicloux,"Terror, Fantasia, Drama"
Príncipes Perigosos,6.03,0 a 10,Humberto Hinojosa,"Thriller, Crime, Drama"
Shazam! Fúria dos Deuses,6.534,0 a 10,David F. Sandberg,"Comédia, Ação, Fantasia"
A Nova Onda do Imperador,7.561,0 a 10,Mark Dindal,"Aventura, Animação, Comédia, Família, Fantasia"
A Pequena Sereia,7.354,0 a 10,John Musker,"Animação, Família, Fantasia"
Zootopia: Essa Cidade é o Bicho,7.749,0 a 10,Byron Howard,"Animação, Aventura, Família, Comédia"
"O Gângster, o Policial e o Diabo",7.792,0 a 10,Lee Won-tae,"Crime, Ação, Thriller"
Kelas Bintang - Salome,10.0,0 a 10,Diretor não encontrado,"Drama, Romance"
Maze Runner: Prova de Fogo,6.732,0 a 10,Wes Ball,"Ficção científica, Ação, Thriller, Aventura"
Sri Asih,6.2,0 a 10,Upi Avianto,"Ação, Aventura, Ficção científica, Fantasia, Drama"
Missão: Impossível - Acerto de Contas Parte 2,0.0,0 a 10,Christopher McQuarrie,"Ação, Aventura, Thriller"
15 Cameras,6.1,0 a 10,Danny Madden,"Terror, Thriller"
Pânico na Floresta,6.353,0 a 10,Rob Schmidt,"Terror, Thriller"
Rob Peace,5.778,0 a 10,Chiwetel Ejiofor,"Drama, História"
Gigolô por Acidente,5.972,0 a 10,Mike Mitchell,Comédia
Akuma no Memumemu-chan,0.0,0 a 10,Seiya Numata,Animação
A Família Addams,7.051,0 a 10,Barry Sonnenfeld,"Comédia, Fantasia"
After,7.1,0 a 10,Jenny Gage,"Romance, Drama"
Gente Grande,6.4,0 a 10,Dennis Dugan,Comédia
Napoleão,6.423,0 a 10,Ridley Scott,"História, Guerra, Romance, Drama"
小虎墩大英雄,7.526,0 a 10,Stanley Tsang,"Animação, Aventura, Comédia, Ação, Família"
As Tartarugas Ninja: Fora das Sombras,6.027,0 a 10,Dave Green,"Ação, Aventura, Comédia, Família, Ficção científica"
鴨王,4.8,0 a 10,Amen Au Cheuk-Man,"Romance, Drama, Comédia"
O Predador,7.533,0 a 10,John McTiernan,"Ficção científica, Ação, Aventura, Thriller"
American Pie: A Primeira Vez é Inesquecível,6.585,0 a 10,Paul Weitz,"Comédia, Romance"
The OctoGames,5.389,0 a 10,Aaron Mirtes,"Thriller, Ação, Terror"
As Branquelas,6.954,0 a 10,Keenen Ivory Wayans,"Comédia, Crime"
Porno,4.8,0 a 10,John Doo,"Drama, Terror, Fantasia, Comédia"
Matrix,8.217,0 a 10,Lana Wachowski,"Ação, Ficção científica"
Rascal Does Not Dream of a Knapsack Kid,7.844,0 a 10,Souichi Masui,"Animação, Drama, Fantasia"
Gladiador,8.217,0 a 10,Ridley Scott,"Ação, Drama, Aventura"
おいら女蛮,4.2,0 a 10,Yusaku Saotome,"Animação, Comédia, Ação"
Golden Kamuy,6.66,0 a 10,Shigeaki Kubo,"Ação, Aventura, Comédia"
Constantine,7.093,0 a 10,Francis Lawrence,"Fantasia, Ação, Terror"
Um Lugar Silencioso - Parte II,7.493,0 a 10,John Krasinski,"Ficção científica, Thriller, Terror"
Velozes & Furiosos 7,7.235,0 a 10,James Wan,"Ação, Thriller, Crime"
Através da Minha Janela 3: Olhos nos Olhos,7.0,0 a 10,Marçal Forés,"Romance, Drama, Comédia"
"Pagando Bem, Que Mal Tem?",6.32,0 a 10,Kevin Smith,"Comédia, Romance"
Jujutsu Kaisen 0: O Filme,8.172,0 a 10,Sunghoo Park,"Animação, Ação, Fantasia"
Handling The Undead,6.5,0 a 10,Thea Hvistendahl,"Terror, Drama, Mistério"
Sting: Aranha Assassina,6.313,0 a 10,Kiah Roache-Turner,Terror
Homem-Aranha: Longe de Casa,7.426,0 a 10,Jon Watts,"Ação, Aventura, Ficção científica"
Em Ritmo de Fuga,7.452,0 a 10,Edgar Wright,"Ação, Crime"
Entrevista com o Vampiro,7.388,0 a 10,Neil Jordan,"Terror, Drama, Fantasia"
Edward Mãos de Tesoura,7.7,0 a 10,Tim Burton,"Fantasia, Drama, Romance"
Noryang: Deadly Sea,6.3,0 a 10,Kim Han-min,"Ação, História, Drama, Guerra"
O Encontro de Carl,7.497,0 a 10,Bob Peterson,"Animação, Aventura, Família, Comédia"
Pânico na Floresta 4: Origens Sangrentas,5.71,0 a 10,Declan O'Brien,"Terror, Thriller"
Mulan,7.912,0 a 10,Tony Bancroft,"Animação, Família, Aventura"
Rei Arthur: A Lenda da Espada,6.548,0 a 10,Guy Ritchie,"Ação, Drama, Fantasia"
X-Men: Apocalipse,6.518,0 a 10,Bryan Singer,"Ação, Aventura, Ficção científica, Fantasia"
Maharaja,8.129,0 a 10,Nithilan Saminathan,"Ação, Thriller"
Jurassic World: O Mundo dos Dinossauros,6.691,0 a 10,Colin Trevorrow,"Ação, Aventura, Ficção científica, Thriller"
Exorcismo Sagrado,7.103,0 a 10,Alejandro Hidalgo,"Terror, Crime, Drama, Fantasia"
Infiltrado,7.633,0 a 10,Guy Ritchie,"Crime, Ação, Aventura, Thriller"
Cinderela,7.046,0 a 10,Clyde Geronimi,"Família, Fantasia, Animação, Romance"
Slaughtered Vomit Dolls,4.21,0 a 10,Lucifer Valentine,"Terror, Drama"
O Protetor 2,6.755,0 a 10,Antoine Fuqua,"Ação, Thriller, Crime"
Orion e o Escuro,6.586,0 a 10,Sean Charmatz,"Animação, Família, Comédia, Fantasia"
Círculo de Fogo,6.9,0 a 10,Guillermo del Toro,"Ação, Ficção científica, Aventura"
Bedspacer,3.9,0 a 10,Carlo Obispo,"Thriller, Drama"
Simplesmente Acontece,7.835,0 a 10,Christian Ditter,"Romance, Drama, Comédia"
団鬼六 美教師地獄責め,5.729,0 a 10,Masahito Segawa,"Drama, Thriller, Terror"
Homem-Formiga e a Vespa: Quantumania,6.331,0 a 10,Peyton Reed,"Ação, Aventura, Ficção científica"
O Conde de Monte Cristo,8.4,0 a 10,Alexandre de La Patellière,"Aventura, História, Ação, Drama, Romance, Thriller"
Planeta dos Macacos: O Confronto,7.329,0 a 10,Matt Reeves,"Ficção científica, Ação, Drama, Thriller"
Logan,7.822,0 a 10,James Mangold,"Ação, Drama, Ficção científica"
À Espera de um Milagre,8.507,0 a 10,Frank Darabont,"Fantasia, Drama, Crime"
Covil de Ladrões,6.807,0 a 10,Christian Gudegast,"Ação, Crime, Thriller"
"Thelma, O Unicórnio",7.108,0 a 10,Lynn Wang,"Animação, Fantasia, Família"
Gran Turismo: De Jogador a Corredor,7.828,0 a 10,Neill Blomkamp,"Aventura, Ação, Drama"
La Riffa,6.685,0 a 10,Francesco Laudadio,Drama
Toy Story 4,7.493,0 a 10,Josh Cooley,"Família, Aventura, Animação, Comédia, Fantasia"
A Era do Gelo 2,6.709,0 a 10,Carlos Saldanha,"Animação, Família, Comédia, Aventura"
Uma Noite de Crime,6.262,0 a 10,James DeMonaco,"Ficção científica, Terror, Thriller"
Os Três Mosqueteiros: Milady,6.488,0 a 10,Martin Bourboulon,"Aventura, Ação, Drama"
Era Uma Vez em… Hollywood,7.44,0 a 10,Quentin Tarantino,"Comédia, Drama, Thriller"
Clube da Luta,8.438,0 a 10,David Fincher,Drama
Inatividade Paranormal 2,6.146,0 a 10,Michael Tiddes,"Comédia, Terror"
O Homem de Aço,6.626,0 a 10,Zack Snyder,"Ação, Aventura, Ficção científica"
Batalha Aérea,7.149,0 a 10,Callum Burn,Guerra
Pica-Pau: As Férias no Acampamento,6.517,0 a 10,Jonathan A. Rosenbaum,"Família, Comédia, Animação"
O Primeiro Amor,8.019,0 a 10,Rob Reiner,"Romance, Drama"
Adão Negro,6.9,0 a 10,Jaume Collet-Serra,"Ação, Aventura, Ficção científica"
Carros 3,6.852,0 a 10,Brian Fee,"Família, Animação, Aventura, Comédia"
Godzilla II: Rei dos Monstros,6.705,0 a 10,Michael Dougherty,"Ficção científica, Ação"
鬼滅の刃 兄妹の絆,7.898,0 a 10,Haruo Sotozaki,"Ação, Animação, Fantasia"
